user_id,product_id,timestamp,session_id,interaction_type,device_type,location,price,discount,product_category,brand,user_age,user_gender,loyalty_score,previous_purchase_count,avg_purchase_value,search_keywords,rating,purchase
U3753,P0510,2024-07-15 23:34:00,S8634,view,mobile,Chicago,426.16,10,Home,Puma,42,Male,33,0,203.19,running shoes,,0
U1329,P1964,2024-07-27 02:35:00,S8513,view,desktop,Los Angeles,192.61,10,Sports,Apple,53,Female,87,13,51.12,running shoes,4.0,0
U4124,P1104,2024-05-30 10:35:00,S4131,view,desktop,Houston,154.74,25,Beauty,Samsung,61,Female,28,46,140.08,sofa,4.0,0
U1312,P1098,2024-04-17 08:05:00,S6212,view,tablet,Chicago,344.87,20,Sports,Sony,24,Male,49,49,49.61,wireless earphones,,0
U4451,P1414,2024-05-06 00:09:00,S4906,view,mobile,Houston,300.78,0,Electronics,Sony,22,Male,87,24,253.02,running shoes,,0
U4039,P1832,2024-02-21 21:30:00,S3066,view,mobile,New York,268.65,15,Home,Adidas,22,Male,71,4,93.53,wireless earphones,,0
U1863,P1467,2024-10-22 06:27:00,S0594,click,desktop,Miami,171.36,5,Home,LG,26,Other,33,19,83.3,sofa,3.0,0
U2005,P1055,2024-04-17 08:08:00,S4151,add_to_cart,desktop,Los Angeles,12.48,5,Sports,Apple,37,Male,39,8,117.42,laptop,2.0,0
U3616,P0385,2024-11-08 22:21:00,S9261,add_to_cart,mobile,Houston,242.14,20,Electronics,Puma,58,Other,24,5,198.85,basketball,,0
U2726,P0142,2024-06-09 10:44:00,S3250,click,mobile,Miami,181.57,10,Sports,LG,28,Male,30,25,265.61,running shoes,,0
U2184,P0116,2024-04-23 12:49:00,S1916,view,mobile,Los Angeles,253.21,0,Home,Nike,19,Male,29,0,222.01,running shoes,,0
U0154,P1870,2024-06-05 01:27:00,S1992,view,tablet,Chicago,340.16,10,Apparel,Puma,49,Male,79,22,94.32,smartphone,3.0,0
U0816,P0334,2024-08-29 19:38:00,S7178,click,mobile,Houston,376.87,25,Home,Puma,63,Male,38,8,145.33,smartphone,,0
U1120,P0497,2024-03-22 02:53:00,S5807,view,desktop,New York,452.42,5,Home,Nike,44,Female,21,22,142.95,sofa,3.0,0
U3269,P1839,2024-09-30 09:22:00,S1427,click,mobile,Miami,429.3,0,Apparel,Adidas,23,Female,44,0,213.64,wireless earphones,4.0,0
U2156,P1888,2024-11-29 00:46:00,S2791,view,mobile,Miami,162.52,15,Beauty,Puma,56,Male,49,0,123.22,smartphone,3.0,0
U1210,P0373,2024-06-25 17:56:00,S2114,click,mobile,Miami,190.85,15,Apparel,LG,34,Female,14,20,267.69,makeup kit,4.0,0
U0454,P0695,2024-08-30 06:48:00,S9333,add_to_cart,mobile,Houston,188.14,25,Beauty,LG,29,Male,26,10,268.39,smartphone,,0
U1107,P0985,2024-06-24 05:10:00,S0001,click,desktop,Chicago,79.22,0,Sports,Nike,28,Male,76,9,30.66,wireless earphones,5.0,0
U2797,P1936,2024-04-10 21:06:00,S4040,view,mobile,Chicago,468.6,15,Beauty,Adidas,19,Female,84,1,228.94,makeup kit,2.0,0
U4545,P0692,2024-12-06 23:58:00,S0351,view,mobile,Miami,462.19,15,Home,Puma,54,Male,19,18,138.03,wireless earphones,,0
U4417,P0762,2024-10-17 05:09:00,S9100,view,tablet,Los Angeles,94.72,10,Electronics,Puma,31,Male,74,33,37.9,laptop,4.0,0
U4374,P1521,2024-11-02 04:27:00,S0425,click,desktop,Los Angeles,18.74,25,Electronics,Adidas,47,Male,39,8,15.86,laptop,,0
U2660,P0202,2024-07-30 12:35:00,S7862,click,mobile,Los Angeles,14.37,5,Home,Sony,58,Female,36,0,230.69,basketball,5.0,0
U1038,P0309,2024-01-16 11:33:00,S2694,view,mobile,Los Angeles,251.48,10,Beauty,Puma,61,Male,84,4,62.06,running shoes,,0
U3334,P1776,2024-04-28 02:49:00,S1325,view,mobile,Houston,80.7,10,Beauty,Adidas,55,Female,8,4,271.81,sofa,2.0,0
U0414,P0176,2024-11-23 14:45:00,S2853,view,mobile,Houston,308.01,0,Apparel,Nike,55,Male,44,37,170.78,running shoes,5.0,0
U2542,P0142,2024-07-16 07:54:00,S5675,view,mobile,Miami,262.34,25,Sports,Adidas,23,Male,37,11,148.47,basketball,3.0,0
U4143,P1370,2024-01-18 11:59:00,S0698,add_to_cart,mobile,Houston,424.58,20,Apparel,Nike,37,Male,47,28,243.13,sofa,1.0,0
U1940,P1577,2024-07-13 07:00:00,S7650,view,desktop,Houston,38.64,30,Electronics,LG,47,Male,35,13,299.7,smartphone,3.0,0
U0656,P0992,2024-05-07 11:21:00,S1081,view,mobile,New York,373.01,20,Electronics,LG,25,Male,25,48,136.31,makeup kit,,0
U4045,P1585,2024-04-11 19:12:00,S2588,view,desktop,Houston,69.73,10,Electronics,Samsung,54,Male,85,46,215.64,laptop,2.0,0
U2480,P1257,2024-05-07 18:43:00,S2864,click,mobile,Los Angeles,64.34,30,Electronics,Sony,45,Male,2,20,117.44,basketball,,0
U3862,P1203,2024-02-12 05:22:00,S0391,add_to_cart,mobile,Miami,295.76,20,Home,Adidas,36,Female,27,5,56.08,running shoes,,0
U1348,P1932,2024-07-29 16:41:00,S2350,view,mobile,Chicago,340.66,20,Sports,Adidas,28,Male,42,45,188.94,blender,,0
U1317,P1289,2024-06-20 21:55:00,S3079,add_to_cart,mobile,Chicago,87.65,30,Apparel,Adidas,60,Male,98,12,154.93,basketball,,0
U3607,P1746,2024-09-08 23:18:00,S4125,add_to_cart,mobile,Houston,283.83,30,Electronics,Samsung,45,Male,36,5,155.07,running shoes,,0
U3839,P1218,2024-02-25 15:50:00,S8963,view,mobile,Los Angeles,460.81,30,Sports,Sony,28,Female,34,7,151.82,basketball,3.0,0
U4059,P1157,2024-09-14 05:13:00,S0066,view,mobile,Chicago,340.44,5,Home,Nike,43,Female,100,12,222.06,laptop,,0
U0316,P1474,2024-09-24 22:27:00,S1915,add_to_cart,desktop,New York,28.47,10,Home,Apple,37,Female,17,13,153.13,makeup kit,,0
U0221,P0726,2024-02-01 14:22:00,S5002,add_to_cart,desktop,Miami,117.89,10,Electronics,Apple,47,Male,23,41,289.45,makeup kit,,0
U2262,P1154,2024-04-12 18:27:00,S5843,view,tablet,Miami,72.18,0,Apparel,Nike,50,Male,4,6,62.28,laptop,2.0,0
U0845,P0834,2024-12-18 02:16:00,S8089,view,desktop,Houston,245.16,10,Apparel,LG,37,Male,58,34,121.51,sofa,3.0,0
U1515,P0627,2024-02-18 20:55:00,S0738,view,mobile,Los Angeles,352.33,25,Sports,Adidas,18,Female,35,19,48.07,laptop,2.0,0
U1109,P1241,2024-12-30 19:43:00,S9636,view,desktop,Los Angeles,51.5,10,Electronics,Puma,60,Male,5,46,275.0,laptop,3.0,0
U1731,P1557,2024-10-02 05:52:00,S3154,view,mobile,Miami,485.44,0,Apparel,Adidas,39,Female,90,7,67.19,makeup kit,,0
U3186,P0668,2024-07-12 15:15:00,S4942,click,desktop,Miami,94.63,0,Electronics,Adidas,51,Male,42,29,190.43,laptop,,0
U1239,P1467,2024-01-05 14:42:00,S7814,view,desktop,Los Angeles,220.57,30,Electronics,Apple,43,Male,83,43,275.3,laptop,2.0,0
U2925,P0941,2024-04-24 11:38:00,S6838,click,mobile,New York,460.78,15,Electronics,Samsung,54,Male,29,34,64.67,laptop,3.0,0
U1191,P1740,2024-06-15 21:35:00,S0117,view,mobile,Los Angeles,400.54,15,Apparel,Puma,29,Female,50,6,219.33,running shoes,,0
U4383,P0180,2024-04-12 19:29:00,S6423,click,mobile,Miami,423.0,5,Beauty,Sony,40,Other,39,6,88.45,blender,5.0,0
U3567,P0173,2024-04-01 13:55:00,S8295,click,desktop,New York,494.66,25,Sports,Sony,23,Female,57,44,193.97,sofa,,0
U2432,P1438,2024-02-10 15:09:00,S1587,view,mobile,Miami,332.96,10,Apparel,Sony,46,Male,59,47,151.33,smartphone,,0
U2895,P1485,2024-11-18 16:17:00,S7275,view,desktop,Chicago,303.12,10,Beauty,Puma,38,Female,62,3,105.36,wireless earphones,,0
U1457,P0729,2024-05-12 10:52:00,S5226,view,mobile,Miami,354.5,0,Beauty,LG,63,Female,59,19,143.57,running shoes,,0
U1110,P0708,2024-03-25 21:54:00,S9745,view,desktop,Chicago,189.31,25,Electronics,Sony,18,Female,54,24,59.01,wireless earphones,3.0,0
U1931,P1679,2024-09-28 21:16:00,S9211,view,mobile,New York,17.75,20,Electronics,Nike,48,Male,99,1,120.37,laptop,3.0,0
U3117,P1952,2024-10-02 02:58:00,S1108,view,tablet,Houston,496.62,15,Electronics,Puma,21,Male,87,27,115.69,wireless earphones,,0
U0623,P0385,2024-04-07 06:32:00,S8098,click,mobile,Miami,445.22,0,Home,Adidas,19,Male,78,37,134.15,smartphone,4.0,0
U2338,P0825,2024-12-03 05:50:00,S4955,click,desktop,Miami,86.63,20,Apparel,Adidas,48,Female,54,15,293.34,laptop,,0
U1931,P0348,2024-11-06 14:54:00,S0923,view,tablet,New York,495.86,20,Beauty,LG,41,Female,96,10,115.61,makeup kit,4.0,0
U2745,P1206,2024-10-31 13:51:00,S7853,add_to_cart,tablet,Chicago,166.7,30,Sports,Nike,44,Female,9,42,15.01,sofa,,0
U1259,P1814,2024-09-12 09:01:00,S3449,view,mobile,Houston,484.17,10,Home,Samsung,62,Female,80,7,214.99,blender,,0
U4502,P1823,2024-05-11 15:25:00,S7345,view,mobile,Miami,282.93,10,Sports,Nike,19,Male,6,43,108.86,wireless earphones,3.0,0
U1969,P0607,2024-12-06 15:46:00,S6580,view,desktop,Miami,284.32,25,Beauty,Nike,54,Male,82,40,54.72,smartphone,1.0,0
U3296,P0264,2024-06-12 16:33:00,S3714,view,tablet,Chicago,14.19,5,Electronics,Adidas,29,Female,60,37,108.13,basketball,2.0,0
U2024,P0736,2024-05-11 20:36:00,S1109,view,mobile,New York,53.73,15,Home,Samsung,25,Female,36,13,12.49,basketball,3.0,0
U0877,P0476,2024-02-02 12:22:00,S8793,click,mobile,New York,215.69,15,Apparel,LG,54,Female,65,39,155.71,makeup kit,,0
U2245,P0333,2024-12-22 07:32:00,S8787,view,desktop,Houston,263.98,20,Home,Adidas,51,Other,71,46,284.01,smartphone,,0
U2527,P1471,2024-06-07 06:44:00,S5720,add_to_cart,tablet,Chicago,342.37,5,Sports,Adidas,37,Female,15,46,41.63,laptop,,0
U3590,P0995,2024-06-04 16:08:00,S7489,purchase,mobile,New York,170.5,0,Apparel,LG,57,Female,42,42,225.65,makeup kit,,1
U4404,P0911,2024-02-22 12:24:00,S9728,view,desktop,Chicago,325.46,0,Beauty,Samsung,41,Male,71,45,203.97,basketball,3.0,0
U0345,P1741,2024-12-17 15:36:00,S0743,click,mobile,Houston,223.52,20,Apparel,Samsung,56,Male,68,48,16.4,makeup kit,3.0,0
U3673,P1408,2024-08-09 15:22:00,S9508,click,desktop,Los Angeles,115.42,30,Home,Puma,50,Male,54,2,178.61,wireless earphones,,0
U3069,P1501,2024-03-24 02:48:00,S4092,view,tablet,Houston,481.82,20,Beauty,Apple,25,Male,69,34,289.4,laptop,4.0,0
U1914,P1199,2024-07-06 12:34:00,S8611,add_to_cart,mobile,Houston,7.56,20,Apparel,Puma,28,Male,92,11,172.09,makeup kit,2.0,0
U2446,P1080,2024-05-24 01:21:00,S4093,click,mobile,Houston,31.93,15,Electronics,Samsung,62,Other,64,26,82.54,wireless earphones,,0
U0785,P1644,2024-12-07 15:38:00,S9671,click,desktop,Los Angeles,40.64,30,Electronics,Sony,27,Female,13,13,243.21,sofa,1.0,0
U1488,P0511,2024-05-31 01:57:00,S7229,click,desktop,Chicago,183.95,25,Apparel,Apple,60,Male,54,37,126.4,laptop,4.0,0
U4892,P0636,2024-12-04 06:13:00,S5555,click,tablet,Los Angeles,221.96,0,Electronics,Adidas,26,Female,83,35,99.3,laptop,4.0,0
U3849,P0862,2024-11-02 09:30:00,S1993,click,mobile,Chicago,336.77,15,Sports,LG,30,Male,30,19,265.82,basketball,3.0,0
U0450,P1393,2024-02-02 03:39:00,S4418,click,mobile,Los Angeles,389.85,10,Home,Adidas,59,Female,31,48,264.72,wireless earphones,,0
U1428,P0064,2024-01-15 05:24:00,S6843,click,mobile,Houston,263.54,20,Beauty,Sony,54,Male,25,42,165.13,smartphone,5.0,0
U2596,P1176,2024-09-01 07:48:00,S5660,view,desktop,Houston,202.12,5,Home,LG,36,Female,14,47,298.56,basketball,,0
U2277,P0143,2024-08-24 00:36:00,S1876,add_to_cart,mobile,Los Angeles,471.35,0,Apparel,Puma,32,Female,14,23,185.56,basketball,,0
U0244,P0744,2024-07-17 16:08:00,S4577,click,mobile,Houston,317.98,20,Beauty,Adidas,40,Male,23,17,100.27,smartphone,,0
U2113,P1951,2024-11-04 11:44:00,S8297,click,tablet,Chicago,100.88,15,Home,Nike,30,Male,75,2,58.89,smartphone,,0
U3309,P1369,2024-12-03 15:42:00,S5969,click,mobile,New York,253.19,0,Electronics,Samsung,57,Female,91,3,185.2,basketball,2.0,0
U0946,P1216,2024-02-20 13:31:00,S3740,view,desktop,New York,354.72,0,Beauty,Adidas,54,Female,57,4,145.66,wireless earphones,,0
U1027,P1832,2024-07-25 19:56:00,S5135,click,tablet,Miami,451.2,0,Sports,Adidas,56,Female,58,21,220.08,basketball,4.0,0
U1524,P0636,2024-03-15 09:59:00,S3084,click,mobile,Houston,236.1,15,Electronics,LG,58,Male,12,40,296.3,basketball,3.0,0
U3109,P1491,2024-07-25 09:23:00,S4329,view,desktop,Los Angeles,11.41,25,Home,Nike,31,Male,45,10,48.57,smartphone,,0
U3693,P0039,2024-12-07 14:40:00,S9957,view,desktop,Houston,428.77,5,Home,Apple,19,Female,85,33,161.01,smartphone,,0
U3050,P0312,2024-09-02 22:13:00,S2363,view,mobile,Miami,227.74,10,Home,LG,61,Female,8,29,291.63,makeup kit,2.0,0
U3322,P1801,2024-09-24 14:08:00,S9460,view,mobile,Houston,127.79,25,Electronics,Nike,35,Female,69,31,87.05,makeup kit,,0
U3307,P1026,2024-02-15 04:31:00,S0407,click,mobile,Chicago,246.36,5,Beauty,Adidas,38,Male,90,30,151.65,wireless earphones,,0
U4239,P0815,2024-07-23 12:24:00,S4651,click,mobile,New York,275.5,10,Beauty,Adidas,39,Male,55,48,36.93,laptop,5.0,0
U0061,P0202,2024-10-15 00:05:00,S0491,click,mobile,New York,300.81,0,Electronics,Apple,39,Male,38,9,114.54,smartphone,,0
U4175,P0316,2024-03-23 11:07:00,S5432,click,tablet,New York,477.34,15,Sports,Apple,50,Female,90,38,280.25,sofa,,0
U3399,P1550,2024-11-07 14:15:00,S1363,add_to_cart,mobile,Chicago,399.44,25,Apparel,Apple,41,Female,42,19,261.21,laptop,3.0,0
U2415,P0064,2024-06-10 12:50:00,S4098,view,mobile,New York,240.64,15,Sports,Apple,19,Other,94,12,185.61,makeup kit,1.0,0
U3779,P1518,2024-05-27 04:09:00,S8358,view,mobile,Los Angeles,159.47,30,Beauty,Nike,19,Female,29,46,205.83,laptop,3.0,0
U3607,P0303,2024-08-25 06:54:00,S9323,add_to_cart,mobile,Miami,391.15,0,Apparel,Puma,54,Female,50,33,276.9,blender,2.0,0
U0390,P0002,2024-03-08 05:10:00,S5916,purchase,mobile,New York,261.59,15,Apparel,Adidas,47,Female,37,5,228.4,smartphone,,1
U4617,P0483,2024-11-28 14:32:00,S7959,click,tablet,New York,5.26,25,Beauty,Nike,53,Male,3,49,184.66,sofa,,0
U1676,P0945,2024-07-23 15:38:00,S1949,click,desktop,Los Angeles,140.86,25,Home,Adidas,29,Male,82,18,298.34,sofa,3.0,0
U1778,P0907,2024-04-23 13:11:00,S0587,click,mobile,Chicago,386.98,10,Beauty,Nike,32,Male,34,6,32.78,smartphone,,0
U0253,P0918,2024-08-31 06:23:00,S1727,purchase,mobile,New York,209.07,20,Apparel,Nike,64,Male,28,48,155.78,basketball,,1
U3167,P1801,2024-01-06 22:49:00,S8913,view,tablet,Chicago,495.05,5,Apparel,Apple,49,Female,34,38,43.76,sofa,,0
U1715,P1073,2024-10-01 01:06:00,S6456,purchase,mobile,New York,374.04,30,Beauty,Puma,49,Female,72,7,231.69,running shoes,4.0,1
U2051,P0301,2024-04-26 16:09:00,S3044,click,desktop,New York,445.18,25,Home,Adidas,40,Female,17,41,109.22,makeup kit,2.0,0
U0696,P1139,2024-10-08 12:13:00,S1914,view,desktop,New York,404.35,25,Beauty,Nike,34,Female,7,48,258.96,running shoes,,0
U2094,P0170,2024-09-05 05:54:00,S6239,view,mobile,New York,396.18,10,Sports,Apple,35,Male,28,28,116.51,laptop,2.0,0
U4749,P1279,2024-08-13 00:02:00,S7452,click,tablet,New York,309.59,15,Beauty,Puma,20,Female,25,5,96.44,basketball,,0
U2573,P0044,2024-08-28 22:33:00,S4133,view,desktop,Los Angeles,373.15,30,Sports,Nike,58,Female,76,19,64.77,makeup kit,,0
U1506,P1344,2024-03-29 04:32:00,S8513,click,mobile,Los Angeles,28.22,5,Home,Puma,44,Male,82,43,295.26,laptop,3.0,0
U3669,P0574,2024-03-22 19:50:00,S0582,view,mobile,Los Angeles,284.31,0,Beauty,Apple,45,Male,78,46,290.11,wireless earphones,2.0,0
U4514,P0454,2024-09-06 21:05:00,S4603,view,mobile,New York,488.52,15,Home,Nike,54,Female,30,31,92.2,basketball,,0
U2744,P0205,2024-04-13 04:46:00,S9170,view,mobile,Houston,110.61,30,Apparel,Nike,22,Male,85,27,68.29,makeup kit,3.0,0
U4655,P1152,2024-03-17 21:29:00,S5820,add_to_cart,desktop,Chicago,14.18,15,Beauty,Samsung,28,Male,96,14,123.66,running shoes,2.0,0
U3278,P0353,2024-02-21 10:07:00,S5710,view,mobile,Houston,6.72,20,Apparel,Apple,64,Female,15,7,227.41,smartphone,,0
U1299,P1827,2024-01-10 15:08:00,S8497,purchase,tablet,Los Angeles,153.01,25,Beauty,Apple,24,Female,38,36,135.02,blender,2.0,1
U4691,P1203,2024-09-02 09:52:00,S0099,view,mobile,New York,55.22,15,Apparel,Adidas,48,Male,49,26,249.12,blender,3.0,0
U3251,P0754,2024-05-11 03:36:00,S1405,view,mobile,New York,453.21,5,Sports,Samsung,38,Male,32,4,158.42,sofa,,0
U2915,P1797,2024-02-26 20:17:00,S3658,view,desktop,Miami,342.61,25,Home,Samsung,50,Male,70,43,83.74,smartphone,,0
U3869,P1336,2024-05-30 16:19:00,S5649,view,mobile,Chicago,146.04,5,Sports,Apple,42,Female,48,28,284.17,basketball,,0
U2265,P1507,2024-03-12 00:16:00,S0835,view,mobile,Miami,329.53,30,Apparel,Adidas,38,Male,8,5,269.58,sofa,,0
U3793,P1190,2024-12-15 00:54:00,S1427,view,desktop,Miami,307.93,5,Apparel,Adidas,34,Other,43,37,109.47,basketball,,0
U2881,P0932,2024-06-09 03:04:00,S8224,view,mobile,Chicago,482.99,5,Home,Puma,29,Male,82,21,11.09,makeup kit,3.0,0
U2854,P1928,2024-06-25 10:52:00,S8296,view,mobile,Houston,190.46,25,Beauty,Adidas,28,Female,41,21,287.75,wireless earphones,,0
U3708,P0596,2024-09-17 02:58:00,S5268,view,desktop,New York,130.76,25,Beauty,Puma,20,Male,43,29,12.56,blender,5.0,0
U2829,P0018,2024-01-27 00:21:00,S0758,purchase,mobile,Chicago,448.56,5,Electronics,Sony,46,Female,77,24,299.29,blender,4.0,1
U0216,P1482,2024-02-03 03:00:00,S1234,view,desktop,Chicago,352.98,30,Beauty,Samsung,21,Male,46,41,36.09,laptop,,0
U4566,P0562,2024-08-05 08:45:00,S9152,view,mobile,New York,116.43,0,Home,Samsung,30,Female,70,40,282.37,wireless earphones,1.0,0
U0180,P1260,2024-11-26 23:41:00,S6636,view,mobile,Houston,96.02,25,Beauty,Nike,34,Male,90,45,219.36,running shoes,,0
U2687,P1756,2024-08-30 09:03:00,S8902,view,mobile,Miami,60.57,20,Beauty,LG,57,Male,30,37,144.12,running shoes,,0
U0377,P1084,2024-01-08 10:28:00,S2154,view,mobile,Houston,480.64,30,Electronics,LG,31,Female,73,23,109.08,makeup kit,,0
U2729,P1346,2024-05-23 08:54:00,S0136,purchase,mobile,New York,480.32,30,Apparel,Nike,18,Male,10,48,187.25,makeup kit,,1
U1828,P0409,2024-10-03 08:46:00,S4500,purchase,mobile,Miami,465.03,5,Home,Puma,41,Male,59,1,174.52,sofa,,1
U3227,P0577,2024-08-19 21:55:00,S4012,click,mobile,Miami,321.58,15,Apparel,Nike,57,Male,18,31,106.3,running shoes,2.0,0
U2328,P1529,2024-07-02 04:37:00,S6959,view,mobile,Miami,70.57,5,Electronics,Adidas,59,Other,1,32,265.37,basketball,,0
U1503,P0178,2024-08-10 01:20:00,S7220,add_to_cart,desktop,Chicago,447.04,10,Sports,LG,50,Male,75,15,194.0,blender,3.0,0
U4945,P1115,2024-10-14 19:15:00,S4859,add_to_cart,mobile,New York,376.62,25,Home,Puma,37,Female,8,44,110.58,sofa,3.0,0
U0753,P0583,2024-02-11 08:15:00,S0575,view,mobile,Miami,491.13,10,Sports,LG,22,Female,38,26,96.54,blender,2.0,0
U3170,P1250,2024-10-04 03:23:00,S2696,add_to_cart,desktop,Miami,357.49,0,Electronics,Puma,55,Male,84,30,166.46,blender,,0
U0250,P0357,2024-01-11 18:50:00,S0355,view,desktop,Miami,8.22,25,Apparel,LG,44,Female,95,14,55.76,makeup kit,3.0,0
U2821,P1211,2024-10-07 15:48:00,S3090,view,mobile,New York,130.5,5,Beauty,Puma,63,Female,13,25,225.32,blender,4.0,0
U4737,P0938,2024-11-21 22:54:00,S1886,view,mobile,Miami,225.05,25,Apparel,Sony,20,Male,32,34,169.97,basketball,,0
U0890,P0842,2024-06-17 03:44:00,S0156,view,mobile,New York,46.61,15,Home,Adidas,64,Male,97,18,179.96,makeup kit,2.0,0
U4867,P1124,2024-11-06 02:24:00,S8611,view,desktop,Chicago,72.02,5,Sports,Nike,44,Female,49,12,46.42,blender,,0
U4003,P1397,2024-09-07 04:12:00,S2743,view,mobile,Los Angeles,367.64,25,Sports,Samsung,22,Male,37,35,88.52,smartphone,2.0,0
U3724,P0291,2024-04-30 14:23:00,S2258,add_to_cart,desktop,Houston,419.43,5,Apparel,Adidas,55,Male,93,28,20.44,wireless earphones,,0
U3087,P1126,2024-01-22 22:28:00,S8095,add_to_cart,mobile,New York,302.55,20,Home,Nike,49,Female,84,48,59.65,laptop,,0
U2744,P1226,2024-08-04 20:04:00,S7976,view,mobile,Houston,283.32,5,Apparel,Puma,26,Female,22,7,97.57,running shoes,2.0,0
U4577,P0701,2024-02-18 11:19:00,S8857,click,mobile,Houston,453.78,25,Sports,Samsung,64,Female,9,29,175.8,makeup kit,3.0,0
U1757,P1296,2024-08-30 08:27:00,S6959,view,tablet,Miami,33.16,5,Home,Sony,26,Female,56,17,61.58,running shoes,4.0,0
U2623,P1108,2024-12-12 16:46:00,S0023,purchase,desktop,Chicago,459.21,0,Apparel,Adidas,20,Female,8,35,263.2,makeup kit,,1
U1777,P0057,2024-03-09 19:09:00,S5530,view,desktop,Houston,357.26,5,Sports,Adidas,26,Female,36,14,176.2,running shoes,,0
U4581,P0738,2024-03-23 20:27:00,S0908,view,mobile,Miami,389.11,10,Apparel,LG,45,Male,19,0,162.68,wireless earphones,,0
U3405,P1333,2024-09-24 10:01:00,S0939,view,desktop,Chicago,24.97,20,Electronics,Nike,43,Female,83,48,149.36,wireless earphones,3.0,0
U2075,P0697,2024-05-28 19:51:00,S3832,click,mobile,Chicago,214.62,30,Beauty,Apple,48,Male,15,38,214.67,laptop,2.0,0
U3097,P0394,2024-05-29 02:33:00,S1363,click,desktop,Houston,47.97,30,Home,LG,29,Male,27,17,266.08,running shoes,3.0,0
U1086,P0457,2024-05-25 15:38:00,S2372,view,mobile,New York,176.83,0,Beauty,Samsung,58,Female,26,48,105.95,laptop,5.0,0
U3730,P1327,2024-05-28 18:05:00,S0985,view,mobile,Los Angeles,281.59,5,Beauty,Nike,48,Female,84,23,253.66,smartphone,,0
U4329,P1880,2024-11-03 20:34:00,S3690,view,tablet,New York,21.14,20,Home,Adidas,32,Male,99,12,166.43,blender,1.0,0
U1488,P0901,2024-10-27 09:56:00,S4006,view,desktop,Miami,176.68,5,Home,Samsung,64,Female,81,13,270.03,wireless earphones,,0
U0349,P1638,2024-02-23 17:14:00,S4471,click,desktop,New York,240.98,15,Home,LG,44,Male,29,19,285.54,blender,,0
U0414,P1733,2024-12-02 00:59:00,S3326,view,mobile,Miami,106.5,30,Apparel,Samsung,19,Female,57,13,165.53,smartphone,,0
U2454,P1133,2024-03-06 12:16:00,S6292,click,desktop,Miami,144.98,25,Electronics,Nike,28,Male,81,30,69.45,basketball,4.0,0
U3453,P0492,2024-04-01 11:10:00,S6567,click,tablet,New York,121.7,0,Sports,Nike,41,Male,22,10,281.65,wireless earphones,3.0,0
U2564,P0589,2024-03-13 22:04:00,S0629,click,mobile,Houston,270.72,5,Electronics,Adidas,50,Male,99,6,25.44,smartphone,,0
U1010,P1906,2024-02-25 08:07:00,S0793,view,mobile,New York,421.54,10,Electronics,Apple,49,Male,69,1,257.34,blender,1.0,0
U4383,P1454,2024-10-02 21:26:00,S0985,view,mobile,Chicago,46.45,20,Beauty,Sony,62,Female,61,10,173.64,smartphone,1.0,0
U0782,P1670,2024-01-06 01:25:00,S2812,click,mobile,Miami,165.21,15,Sports,Apple,44,Male,84,42,259.3,basketball,3.0,0
U3080,P0604,2024-01-25 22:11:00,S2544,view,mobile,Chicago,195.24,20,Sports,Sony,37,Male,69,16,118.73,wireless earphones,2.0,0
U4453,P0101,2024-07-30 03:14:00,S8175,view,desktop,Chicago,28.41,10,Home,Nike,63,Female,37,38,206.47,running shoes,,0
U2629,P0246,2024-09-09 13:39:00,S5728,view,desktop,Miami,84.89,10,Apparel,Samsung,52,Male,27,16,166.01,blender,5.0,0
U3976,P0829,2024-06-04 06:41:00,S5805,add_to_cart,desktop,New York,57.95,20,Sports,Sony,59,Female,45,23,151.68,laptop,2.0,0
U2187,P0389,2024-03-26 22:21:00,S9225,view,tablet,Houston,235.96,10,Beauty,Sony,21,Female,46,46,47.6,makeup kit,1.0,0
U3320,P1410,2024-04-20 17:27:00,S5464,view,desktop,New York,473.92,25,Sports,LG,28,Female,45,14,263.14,smartphone,1.0,0
U1207,P0177,2024-04-16 01:19:00,S2056,view,mobile,New York,315.96,0,Electronics,Sony,18,Female,18,46,97.47,basketball,4.0,0
U3797,P0412,2024-05-01 10:30:00,S8691,add_to_cart,mobile,Houston,271.29,25,Home,Puma,43,Female,23,25,119.85,sofa,,0
U4519,P0061,2024-06-23 15:58:00,S9719,view,mobile,Houston,189.86,20,Beauty,Adidas,39,Male,91,29,245.37,makeup kit,4.0,0
U4493,P0595,2024-07-15 20:33:00,S7152,click,desktop,Los Angeles,397.86,30,Apparel,Puma,33,Male,0,30,67.03,laptop,,0
U0305,P1964,2024-10-16 05:22:00,S4498,view,mobile,Los Angeles,334.87,5,Electronics,Puma,24,Female,74,31,171.05,blender,4.0,0
U3455,P1412,2024-03-29 02:53:00,S0926,add_to_cart,mobile,Miami,115.33,25,Electronics,Sony,42,Female,16,18,57.83,wireless earphones,,0
U2274,P1081,2024-10-31 15:45:00,S2145,add_to_cart,mobile,Miami,58.47,20,Apparel,Nike,62,Female,67,42,222.19,wireless earphones,5.0,0
U0851,P0924,2024-05-29 00:02:00,S6793,view,desktop,Los Angeles,278.82,20,Beauty,Adidas,55,Male,28,0,255.79,smartphone,,0
U0495,P0090,2024-07-07 12:06:00,S8972,view,mobile,New York,266.48,5,Apparel,Sony,64,Female,36,16,277.06,running shoes,3.0,0
U3556,P0342,2024-04-21 15:34:00,S6509,view,desktop,Los Angeles,265.36,15,Sports,Puma,25,Female,67,38,43.58,smartphone,,0
